keyword,identifier,title,card_url,image_url
鬼,U426_nichibunken_0066_0001_0000,鬼；オニ，女；オンナ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0066_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0066_0001_0000.jpg
鬼,U426_nichibunken_0067_0001_0000,鬼；オニ，疫神；エキシン,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0067_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0067_0001_0000.jpg
鬼,U426_nichibunken_0072_0001_0000,鬼；オニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0072_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0072_0001_0000.jpg
鬼,U426_nichibunken_0073_0012_0000,竹箒；タケボウキ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0073_0012_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0073_0012_0000.jpg
鬼,U426_nichibunken_0075_0041_0000,赤鬼；アカオニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0075_0041_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0075_0041_0000.jpg
鬼,U426_nichibunken_0076_0001_0000,鬼；オニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0076_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0076_0001_0000.jpg
鬼,U426_nichibunken_0076_0002_0000,鬼；オニ，鐘馗；ショウキ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0076_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0076_0002_0000.jpg
鬼,U426_nichibunken_0077_0002_0000,鬼；オニ，毘沙門天；ビシャモンテン,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0077_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0077_0002_0000.jpg
鬼,U426_nichibunken_0079_0001_0000,鬼；オニ,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0000.jpg
鬼,U426_nichibunken_0079_0001_0001,鬼；オニ，頭巾；ズキン,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0079_0001_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0079_0001_0001.jpg
